Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
CARBOPLATIN,https://www.drugs.com/dosage/carboplatin.html,"for:




Ovarian Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LEVOFLOXACIN,https://www.drugs.com/dosage/levofloxacin.html,"for:




Nosocomial Pneumonia


Pneumonia


Skin and Structure Infection


Prostatitis


Anthrax Prophylaxis


Cutaneous Bacillus anthracis


Inhalation Bacillus anthracis


Plague Prophylaxis


Plague


Urinary Tract Infection


Pyelonephritis


Cystitis


Bronchitis


Sinusitis


Tuberculosis - Active


Chlamydia Infection


Nongonococcal Urethritis


Pelvic Inflammatory Disease


Epididymitis - Sexually Transmitted","for:




Inhalation Bacillus anthracis


Cutaneous Bacillus anthracis


Anthrax Prophylaxis


Plague


Plague Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CALCIUM CHLORIDE,https://www.drugs.com/dosage/calcium-chloride.html,"for:




Hypocalcemia","for:




Hypocalcemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ABEMACICLIB,https://www.drugs.com/dosage/abemaciclib.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CALCIUM CARBONATE,https://www.drugs.com/dosage/calcium-carbonate.html,"for:




Hypocalcemia


Dyspepsia","for:




Dyspepsia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
VARDENAFIL,https://www.drugs.com/dosage/vardenafil.html,"for:




Erectile Dysfunction",,,
CARFILZOMIB,https://www.drugs.com/dosage/carfilzomib.html,"for:




Multiple Myeloma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INSULIN DETEMIR,https://www.drugs.com/dosage/insulin-detemir.html,"for:




Diabetes Type 1


Diabetes Type 2","for:




Diabetes Type 1




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CALCIUM GLUCONATE,https://www.drugs.com/dosage/calcium-gluconate.html,"for:




Hypocalcemia


Dietary Supplement


Hyperkalemia","for:




Hypocalcemia


Dietary Supplement




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ABROCITINIB,https://www.drugs.com/dosage/abrocitinib.html,"for:




Atopic Dermatitis","for:




Atopic Dermatitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FLUCONAZOLE,https://www.drugs.com/dosage/fluconazole.html,"for:




Vaginal Candidiasis


Oral Thrush


Candidemia


Fungal Pneumonia


Fungal Infection - Disseminated


Systemic Candidiasis


Esophageal Candidiasis


Fungal Peritonitis


Candida Urinary Tract Infection


Cryptococcal Meningitis - Immunocompetent Host


Cryptococcal Meningitis - Immunosuppressed Host


Cryptococcosis


Fungal Infection Prophylaxis


Coccidioidomycosis - Meningitis


Coccidioidomycosis


Histoplasmosis


Blastomycosis


Onychomycosis - Fingernail


Onychomycosis - Toenail


Sporotrichosis","for:




Esophageal Candidiasis


Oral Thrush


Candidemia


Fungal Infection - Disseminated


Systemic Candidiasis


Cryptococcal Meningitis - Immunocompetent Host


Cryptococcal Meningitis - Immunosuppressed Host


Cryptococcosis


Fungal Infection Prophylaxis


Candida Urinary Tract Infection


Coccidioidomycosis - Meningitis


Coccidioidomycosis


Vaginal Candidiasis


Histoplasmosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
Acalabrutinib,https://www.drugs.com/dosage/acalabrutinib.html,"for:




Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
IVERMECTIN,https://www.drugs.com/dosage/ivermectin.html,"for:




Onchocerciasis


Strongyloidiasis


Ascariasis


Cutaneous Larva Migrans


Filariasis


Scabies","for:




Filariasis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TERBINAFINE,https://www.drugs.com/dosage/terbinafine.html,"for:




Onychomycosis - Fingernail


Onychomycosis - Toenail


Tinea Capitis


Tinea Corporis


Tinea Cruris


Tinea Pedis","for:




Tinea Capitis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
AMIVANTAMAB,https://www.drugs.com/dosage/amivantamab.html,"for:




Non-Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ELUXADOLINE,https://www.drugs.com/dosage/eluxadoline.html,"for:




Irritable Bowel Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BELZUTIFAN,https://www.drugs.com/dosage/belzutifan.html,"for:




Von Hippel-Lindau Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INSULIN GLARGINE,https://www.drugs.com/dosage/insulin-glargine.html,"for:




Diabetes Type 1


Diabetes Type 2","for:




Diabetes Type 1


Diabetes Type 2








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PRASUGREL,https://www.drugs.com/dosage/prasugrel.html,"for:




Acute Coronary Syndrome",,,
MISOPROSTOL,https://www.drugs.com/dosage/misoprostol.html,"for:




Duodenal Ulcer


Gastric Ulcer


NSAID-Induced Ulcer Prophylaxis


Cervical Ripening


Labor Induction


Postpartum Bleeding


Abortion




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
PITAVASTATIN,https://www.drugs.com/dosage/pitavastatin.html,"for:




Hyperlipidemia


Dyslipidemia","for:




Heterozygous Familial Hypercholesterolemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
LENALIDOMIDE,https://www.drugs.com/dosage/lenalidomide.html,"for:




Multiple Myeloma


Myelodysplastic Disease


Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"SULFAMETHOXAZOLE, TRIMETHOPRIM",https://www.drugs.com/dosage/sulfamethoxazole-trimethoprim.html,"for:




Pneumocystis Pneumonia


Pneumocystis Pneumonia Prophylaxis


Urinary Tract Infection


Shigellosis


Bronchitis


Traveler's Diarrhea


Cystitis


Pyelonephritis


Granuloma Inguinale


Meningitis


Toxoplasmosis


Toxoplasmosis - Prophylaxis


Protozoan Infection","for:




Otitis Media


Urinary Tract Infection


Shigellosis


Pneumocystis Pneumonia


Pneumocystis Pneumonia Prophylaxis


Meningitis


Toxoplasmosis


Toxoplasmosis - Prophylaxis


Protozoan Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
RANOLAZINE,https://www.drugs.com/dosage/ranolazine.html,"for:




Angina Pectoris




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ALOGLIPTIN,https://www.drugs.com/dosage/alogliptin.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DUTASTERIDE,https://www.drugs.com/dosage/dutasteride.html,"for:




Benign Prostatic Hyperplasia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SPESOLIMAB,https://www.drugs.com/dosage/spesolimab.html,"for:




Pustular Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CRIZOTINIB,https://www.drugs.com/dosage/crizotinib.html,"for:




Non-Small Cell Lung Cancer


Anaplastic Large Cell Lymphoma - ALK-Positive


Inflammatory Myofibroblastic Tumor","for:




Inflammatory Myofibroblastic Tumor


Anaplastic Large Cell Lymphoma - ALK-Positive




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
AVALGLUCOSIDASE ALFA,https://www.drugs.com/dosage/avalglucosidase-alfa.html,"for:




Pompe disease","for:




Pompe disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Bevacizumab,https://www.drugs.com/dosage/bevacizumab.html,"for:




Colorectal Cancer


Non-Small Cell Lung Cancer


Glioblastoma Multiforme


Renal Cell Carcinoma


Cervical Cancer


Ovarian Cancer


Fallopian Tube Cancer


Peritoneal Cancer


Hepatocellular Carcinoma








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
OZANIMOD,https://www.drugs.com/dosage/ozanimod.html,"for:




Multiple Sclerosis


Ulcerative Colitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BACLOFEN,https://www.drugs.com/dosage/baclofen.html,"for:




Spasticity


Cerebral Spasticity


Spinal Spasticity","for:




Spasticity


Cerebral Spasticity


Spinal Spasticity








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MINOXIDIL,https://www.drugs.com/dosage/minoxidil.html,"for:




Hypertension","for:




Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
OLIPUDASE ALFA,https://www.drugs.com/dosage/olipudase-alfa.html,"for:




Sphingolipidosis","for:




Sphingolipidosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ACITRETIN,https://www.drugs.com/dosage/acitretin.html,"for:




Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
EPLERENONE,https://www.drugs.com/dosage/eplerenone.html,"for:




Congestive Heart Failure


Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TERIPARATIDE,https://www.drugs.com/dosage/teriparatide.html,"for:




Osteoporosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DIFELIKEFALIN,https://www.drugs.com/dosage/difelikefalin.html,"for:




Pruritus




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BELIMUMAB,https://www.drugs.com/dosage/belimumab.html,"for:




Systemic Lupus Erythematosus


Lupus Nephritis","for:




Systemic Lupus Erythematosus


Lupus Nephritis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
AVACOPAN,https://www.drugs.com/dosage/avacopan.html,"for:




Vasculitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SORAFENIB,https://www.drugs.com/dosage/sorafenib.html,"for:




Renal Cell Carcinoma


Thyroid Cancer


Hepatocellular Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis",,,
INTERFERON BETA-1B,https://www.drugs.com/dosage/interferon-beta-1b.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CALCITRIOL,https://www.drugs.com/dosage/calcitriol.html,"for:




Hypocalcemia


Renal Osteodystrophy


Hypoparathyroidism


Secondary Hyperparathyroidism","for:




Hypoparathyroidism


Hypocalcemia


Secondary Hyperparathyroidism








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Dialysis


Other Comments",,
GABAPENTIN,https://www.drugs.com/dosage/gabapentin.html,"for:




Epilepsy


Postherpetic Neuralgia


Restless Legs Syndrome","for:




Epilepsy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
LIDOCAINE,https://www.drugs.com/dosage/lidocaine.html,"for:




Ventricular Fibrillation


Ventricular Tachycardia


Cardiac Arrhythmia


Anesthesia","for:




Ventricular Fibrillation


Ventricular Tachycardia


Anesthesia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ROPIVACAINE,https://www.drugs.com/dosage/ropivacaine.html,"for:




Local Anesthesia


Cesarean Section


Labor Pain


Pain




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Maribavir,https://www.drugs.com/dosage/maribavir.html,"for:




CMV Infection","for:




CMV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
NAPROXEN,https://www.drugs.com/dosage/naproxen.html,"for:




Ankylosing Spondylitis


Osteoarthritis


Rheumatoid Arthritis


Acute Gout


Bursitis


Tendonitis


Dysmenorrhea


Pain


Fever","for:




Fever


Pain


Juvenile Rheumatoid Arthritis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Atogepant,https://www.drugs.com/dosage/atogepant.html,"for:




Migraine Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INDAPAMIDE,https://www.drugs.com/dosage/indapamide.html,"for:




Edema


Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BIVALIRUDIN,https://www.drugs.com/dosage/bivalirudin.html,"for:




Angina Pectoris


Percutaneous Coronary Intervention




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
VINORELBINE,https://www.drugs.com/dosage/vinorelbine.html,"for:




Non-Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TECLISTAMAB,https://www.drugs.com/dosage/teclistamab.html,"for:




Multiple Myeloma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FOLIC ACID,https://www.drugs.com/dosage/folic-acid.html,"for:




Megaloblastic Anemia


Folic Acid Deficiency


Vitamin/Mineral Supplementation during Pregnancy/Lactation","for:




Megaloblastic Anemia


Folic Acid Deficiency


Vitamin/Mineral Supplementation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Dialysis",,
GUSELKUMAB,https://www.drugs.com/dosage/guselkumab.html,"for:




Psoriatic Arthritis


Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NIRSEVIMAB,https://www.drugs.com/dosage/nirsevimab.html,,"for:




Respiratory Syncytial Virus




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ESZOPICLONE,https://www.drugs.com/dosage/eszopiclone.html,"for:




Insomnia",,,
OCRELIZUMAB,https://www.drugs.com/dosage/ocrelizumab.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NINTEDANIB,https://www.drugs.com/dosage/nintedanib.html,"for:




Idiopathic Pulmonary Fibrosis


Interstitial Lung Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SPIRONOLACTONE,https://www.drugs.com/dosage/spironolactone.html,"for:




Edema


Hypertension


Congestive Heart Failure


Primary Hyperaldosteronism


Hypokalemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Teprotumumab,https://www.drugs.com/dosage/teprotumumab.html,"for:




Graves' Ophthalmopathy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ELETRIPTAN,https://www.drugs.com/dosage/eletriptan.html,"for:




Migraine




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NORFLOXACIN,https://www.drugs.com/dosage/norfloxacin.html,"for:




Cystitis


Urinary Tract Infection


Prostatitis


Gonococcal Infection - Uncomplicated


Pyelonephritis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ATENOLOL,https://www.drugs.com/dosage/atenolol.html,"for:




Hypertension


Angina Pectoris Prophylaxis


Angina Pectoris


Myocardial Infarction",,,
CHLORAMBUCIL,https://www.drugs.com/dosage/chlorambucil.html,"for:




Hodgkin's Disease


Chronic Lymphocytic Leukemia


Lymphoma","for:




non-Hodgkin's Lymphoma


Hodgkin's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
NIMODIPINE,https://www.drugs.com/dosage/nimodipine.html,"for:




Subarachnoid Hemorrhage




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"DESLORATADINE, PSEUDOEPHEDRINE",https://www.drugs.com/dosage/desloratadine-pseudoephedrine.html,"for:




Allergic Rhinitis","for:




Allergic Rhinitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
NITROGLYCERIN,https://www.drugs.com/dosage/nitroglycerin.html,"for:




Angina Pectoris


Angina Pectoris Prophylaxis


Myocardial Infarction


Hypertension


Anal Fissure and Fistula




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
GLUCAGON,https://www.drugs.com/dosage/glucagon.html,"for:




Diagnostic


Hypoglycemia","for:




Hypoglycemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FOMEPIZOLE,https://www.drugs.com/dosage/fomepizole.html,"for:




Methanol Poisoning


Ethylene Glycol Poisoning","for:




Methanol Poisoning


Ethylene Glycol Poisoning




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ACARBOSE,https://www.drugs.com/dosage/acarbose.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TAMOXIFEN,https://www.drugs.com/dosage/tamoxifen.html,"for:




Breast Cancer


Breast Cancer - Adjuvant","for:




McCune-Albright Syndrome


Precocious Puberty




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
KETOCONAZOLE,https://www.drugs.com/dosage/ketoconazole.html,"for:




Blastomycosis


Chromomycosis


Coccidioidomycosis


Histoplasmosis


Paracoccidioidomycosis","for:




Blastomycosis


Chromomycosis


Coccidioidomycosis


Histoplasmosis


Paracoccidioidomycosis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DEUCRAVACITINIB,https://www.drugs.com/dosage/deucravacitinib.html,"for:




Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
IDARUCIZUMAB,https://www.drugs.com/dosage/idarucizumab.html,"for:




Reversal of Anticoagulation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TAFASITAMAB,https://www.drugs.com/dosage/tafasitamab.html,"for:




Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FIDAXOMICIN,https://www.drugs.com/dosage/fidaxomicin.html,"for:




Clostridial Infection","for:




Clostridial Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PIRTOBRUTINIB,https://www.drugs.com/dosage/pirtobrutinib.html,"for:




Mantle Cell Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BLINATUMOMAB,https://www.drugs.com/dosage/blinatumomab.html,"for:




Acute Lymphoblastic Leukemia","for:




Acute Lymphoblastic Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CEFADROXIL,https://www.drugs.com/dosage/cefadroxil.html,"for:




Skin or Soft Tissue Infection


Tonsillitis/Pharyngitis


Cystitis


Pyelonephritis


Urinary Tract Infection


Osteomyelitis","for:




Urinary Tract Infection


Skin and Structure Infection


Tonsillitis/Pharyngitis


Impetigo


Bacterial Infection








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PROPYLTHIOURACIL,https://www.drugs.com/dosage/propylthiouracil.html,"for:




Hyperthyroidism


Thyroid Storm","for:




Hyperthyroidism




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ATAZANAVIR,https://www.drugs.com/dosage/atazanavir.html,"for:




HIV Infection


Nonoccupational Exposure


Occupational Exposure","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MAVACAMTEN,https://www.drugs.com/dosage/mavacamten.html,"for:




Hypertrophic Cardiomyopathy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DOSTARLIMAB,https://www.drugs.com/dosage/dostarlimab.html,"for:




Endometrial Carcinoma


Solid Tumors




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ODEVIXIBAT,https://www.drugs.com/dosage/odevixibat.html,"for:




Pruritus


Pruritus of Partial Biliary Obstruction


Progressive Familial Intrahepatic Cholestasis


Arteriohepatic Dysplasia","for:




Pruritus


Pruritus of Partial Biliary Obstruction


Progressive Familial Intrahepatic Cholestasis


Arteriohepatic Dysplasia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
LENACAPAVIR,https://www.drugs.com/dosage/lenacapavir.html,"for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
METHOTREXATE,https://www.drugs.com/dosage/methotrexate.html,"for:




Acute Lymphoblastic Leukemia


Trophoblastic Disease


Meningeal Leukemia


Mycosis Fungoides


Osteosarcoma


Psoriasis


Rheumatoid Arthritis


non-Hodgkin's Lymphoma


Breast Cancer


Head and Neck Cancer","for:




Acute Lymphoblastic Leukemia


Meningeal Leukemia


Juvenile Rheumatoid Arthritis


non-Hodgkin's Lymphoma


Osteosarcoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TREPROSTINIL,https://www.drugs.com/dosage/treprostinil.html,"for:




Pulmonary Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TENECTEPLASE,https://www.drugs.com/dosage/tenecteplase.html,"for:




Myocardial Infarction




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TELMISARTAN,https://www.drugs.com/dosage/telmisartan.html,"for:




Hypertension


Cardiovascular Risk Reduction




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AMIKACIN,https://www.drugs.com/dosage/amikacin.html,"for:




Intraabdominal Infection


Joint Infection


Osteomyelitis


Pneumonia


Skin or Soft Tissue Infection


Bacteremia


Urinary Tract Infection


Meningitis


Peritonitis


Bacterial Infection


Tuberculosis - Active


Mycobacterium avium-intracellulare - Treatment","for:




Bacteremia


Intraabdominal Infection


Skin or Soft Tissue Infection


Pneumonia


Osteomyelitis


Joint Infection


Meningitis


Peritonitis


Urinary Tract Infection


Bacterial Infection


Mycobacterium avium-intracellulare - Treatment


Tuberculosis - Active




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Epcoritamab,https://www.drugs.com/dosage/epcoritamab.html,"for:




B-Cell Lymphoma


Follicular Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
METRONIDAZOLE,https://www.drugs.com/dosage/metronidazole.html,"for:




Bacterial Infection


Intraabdominal Infection


Peritonitis


Liver Abscess


Osteomyelitis


Joint Infection


Wound Infection


Skin and Structure Infection


Skin or Soft Tissue Infection


Amebiasis


Surgical Prophylaxis


Trichomoniasis


Bacterial Vaginosis


Pseudomembranous Colitis


Helicobacter pylori Infection


Pelvic Inflammatory Disease


Giardiasis


STD Prophylaxis


Nongonococcal Urethritis


Balantidium coli


Dientamoeba fragilis","for:




Bacterial Infection


Amebiasis


Pseudomembranous Colitis


Intraabdominal Infection


Trichomoniasis


Nongonococcal Urethritis


Bacterial Vaginosis


Giardiasis


STD Prophylaxis


Balantidium coli


Dientamoeba fragilis


Pelvic Inflammatory Disease


Skin and Structure Infection


Skin or Soft Tissue Infection


Surgical Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
VILAZODONE,https://www.drugs.com/dosage/vilazodone.html,"for:




Depression




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NERATINIB,https://www.drugs.com/dosage/neratinib.html,"for:




Breast Cancer - Adjuvant




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
EMPAGLIFLOZIN,https://www.drugs.com/dosage/empagliflozin.html,"for:




Diabetes Type 2


Heart Failure


Cardiovascular Risk Reduction


Chronic Kidney Disease","for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
GADOBUTROL,https://www.drugs.com/dosage/gadobutrol.html,"for:




CNS Magnetic Resonance Imaging


Diagnostic","for:




CNS Magnetic Resonance Imaging




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
FOSFOMYCIN,https://www.drugs.com/dosage/fosfomycin.html,"for:




Cystitis


Urinary Tract Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
